booking_no,created_at,journey_date,account_no,provider_code,travel_product,channel,destination,currency_code,total_booking_amount,service_revenue,supplier_cost,booking_state
ID-BK-0015147,2025-09-27,2025-10-20,ID-CUST-0143,ID-SUP-050,HOTEL,ONLINE,ID,IDR,8835644.17,1200506.01,875207.46,Confirmed
ID-BK-0015148,2025-05-09,2025-05-20,ID-CUST-0204,ID-SUP-004,OTHER,MANUAL,GB,IDR,1266683.96,118180.13,95574.46,Confirmed
ID-BK-0015149,2025-02-01,2025-02-18,ID-CUST-0236,ID-SUP-047,OTHER,ONLINE,MY,IDR,6047496.12,588138.92,339682.41,Confirmed
ID-BK-0015150,2026-07-25,2026-08-05,ID-CUST-0119,ID-SUP-027,AIR,ONLINE,CN,IDR,32548569.22,4132383.15,2616614.77,Confirmed
ID-BK-0015151,2026-01-18,2026-02-22,ID-CUST-0226,ID-SUP-006,AIR,MANUAL,CN,IDR,9511491.33,1393300.53,950562.35,Confirmed
ID-BK-0015152,2025-06-10,2025-07-12,ID-CUST-0249,ID-SUP-050,AIR,ONLINE,SG,IDR,8876629.22,552169.58,386408.49,Confirmed
ID-BK-0015153,2025-10-25,2025-12-21,ID-CUST-0089,ID-SUP-053,HOTEL,MANUAL,US,IDR,35017668.13,3070966.1,1771945.49,Confirmed
ID-BK-0015154,2025-04-12,2025-05-06,ID-CUST-0211,ID-SUP-056,AIR,MANUAL,MY,IDR,14807773.78,2360509.78,1599650.86,Confirmed
ID-BK-0015155,2025-05-21,2025-05-30,ID-CUST-0115,ID-SUP-060,GROUND,ONLINE,JP,IDR,9441283.35,1326112.93,1147875.63,Confirmed
ID-BK-0015156,2026-04-06,2026-05-08,ID-CUST-0243,ID-SUP-035,OTHER,ONLINE,CN,IDR,12189002.19,1072657.99,921416.34,Confirmed
ID-BK-0015157,2025-12-12,2026-01-02,ID-CUST-0138,ID-SUP-059,GROUND,MANUAL,SG,IDR,23394490.95,1786185.46,1112160.87,Confirmed
ID-BK-0015158,2025-12-02,2026-01-19,ID-CUST-0175,ID-SUP-067,AIR,MANUAL,VN,IDR,6093910.81,801843.3,501842.26,Confirmed
ID-BK-0015159,2025-11-27,2025-12-28,ID-CUST-0209,ID-SUP-056,AIR,ONLINE,VN,IDR,5278170.54,477375.0,281121.49,Confirmed
ID-BK-0015160,2025-12-24,2026-01-22,ID-CUST-0101,ID-SUP-011,HOTEL,MANUAL,ID,IDR,11826364.29,1224991.6,875944.13,Confirmed
ID-BK-0015161,2025-10-03,2025-10-10,ID-CUST-0106,ID-SUP-027,AIR,ONLINE,CN,IDR,18018960.12,1963313.94,1540584.74,Confirmed
ID-BK-0015162,2025-01-23,2025-02-09,ID-CUST-0099,ID-SUP-047,GROUND,MANUAL,SG,IDR,4157250.35,517739.85,384932.46,Confirmed
ID-BK-0015163,2026-08-17,2026-09-27,ID-CUST-0049,ID-SUP-014,AIR,ONLINE,US,IDR,8026099.52,1026749.16,860008.14,Confirmed
ID-BK-0015164,2026-02-26,2026-03-09,ID-CUST-0041,ID-SUP-028,AIR,MANUAL,CN,IDR,14563380.22,2243464.27,1457377.88,Confirmed
ID-BK-0015165,2025-05-02,2025-05-08,ID-CUST-0003,ID-SUP-006,GROUND,ONLINE,AU,IDR,5954720.69,786207.1,528580.68,Confirmed
ID-BK-0015166,2024-12-26,2025-01-12,ID-CUST-0233,ID-SUP-069,HOTEL,MANUAL,JP,IDR,4623030.21,-629204.46,-426138.89,Refunded
ID-BK-0015167,2024-10-22,2024-10-25,ID-CUST-0054,ID-SUP-029,AIR,ONLINE,SG,IDR,11885018.44,1317393.18,1149090.27,Confirmed
ID-BK-0015168,2026-04-19,2026-05-14,ID-CUST-0224,ID-SUP-065,AIR,ONLINE,TH,IDR,12541700.73,1450125.12,1043195.94,Confirmed
ID-BK-0015169,2025-09-11,2025-09-29,ID-CUST-0219,ID-SUP-053,HOTEL,ONLINE,AU,IDR,4513325.34,343089.0,276451.79,Confirmed
ID-BK-0015170,2026-06-27,2026-06-30,ID-CUST-0244,ID-SUP-065,HOTEL,ONLINE,JP,IDR,16077964.17,2362373.55,1709596.5,Confirmed
ID-BK-0015171,2025-02-14,2025-03-03,ID-CUST-0071,ID-SUP-067,AIR,MANUAL,GB,IDR,34819368.5,3338669.83,2471024.55,Confirmed
ID-BK-0015172,2025-06-07,2025-06-19,ID-CUST-0129,ID-SUP-005,GROUND,MANUAL,ID,IDR,29007418.73,3930295.32,2502502.81,Confirmed
ID-BK-0015173,2025-02-10,2025-03-08,ID-CUST-0140,ID-SUP-065,HOTEL,MANUAL,JP,IDR,6592691.94,516955.07,374509.52,Confirmed
ID-BK-0015174,2025-07-09,2025-07-16,ID-CUST-0155,ID-SUP-024,GROUND,MANUAL,AU,IDR,8723722.53,1304566.18,1084797.28,Confirmed
ID-BK-0015175,2026-03-01,2026-03-23,ID-CUST-0056,ID-SUP-060,HOTEL,ONLINE,JP,IDR,3232538.43,476295.88,382591.62,Confirmed
ID-BK-0015176,2025-03-23,2025-03-26,ID-CUST-0057,ID-SUP-019,AIR,ONLINE,GB,IDR,3813329.28,277268.18,222108.71,Confirmed
ID-BK-0015177,2025-04-14,2025-04-26,ID-CUST-0198,ID-SUP-046,OTHER,MANUAL,AU,IDR,7804348.22,692583.25,491096.95,Confirmed
ID-BK-0015178,2026-04-27,2026-05-14,ID-CUST-0061,ID-SUP-010,AIR,ONLINE,SG,IDR,10527138.67,850647.56,607349.43,Confirmed
ID-BK-0015179,2025-09-01,2025-09-05,ID-CUST-0109,ID-SUP-046,HOTEL,MANUAL,TH,IDR,10128017.69,1182038.43,908665.13,Confirmed
ID-BK-0015180,2026-04-17,2026-05-17,ID-CUST-0083,ID-SUP-019,AIR,MANUAL,SG,IDR,8242468.65,1190562.31,699256.87,Confirmed
ID-BK-0015181,2026-02-01,2026-02-14,ID-CUST-0247,ID-SUP-021,AIR,ONLINE,GB,IDR,23787187.31,1835928.67,1579441.06,Confirmed
ID-BK-0015182,2026-01-11,2026-02-24,ID-CUST-0026,ID-SUP-063,AIR,MANUAL,MY,IDR,55998288.6,8131175.86,5364990.41,Confirmed
ID-BK-0015183,2026-06-29,2026-07-17,ID-CUST-0034,ID-SUP-019,OTHER,MANUAL,AU,IDR,61124684.64,8712191.77,5549459.7,Confirmed
ID-BK-0015184,2026-01-16,2026-02-24,ID-CUST-0039,ID-SUP-069,AIR,MANUAL,JP,IDR,10105585.42,1095805.98,605964.59,Confirmed
ID-BK-0015185,2024-12-15,2024-12-29,ID-CUST-0089,ID-SUP-001,GROUND,ONLINE,JP,IDR,8962377.81,909053.18,688718.46,Confirmed
ID-BK-0015186,2025-02-05,2025-03-09,ID-CUST-0008,ID-SUP-026,HOTEL,MANUAL,TH,IDR,1518789.25,110340.08,85649.9,Confirmed
ID-BK-0015187,2025-06-19,2025-06-28,ID-CUST-0145,ID-SUP-035,AIR,ONLINE,ID,IDR,51681599.08,6689059.73,4527294.2,Confirmed
ID-BK-0015188,2026-08-18,2026-09-01,ID-CUST-0052,ID-SUP-031,AIR,ONLINE,AU,IDR,7584060.62,720179.65,405976.71,Confirmed
ID-BK-0015189,2025-06-09,2025-07-07,ID-CUST-0169,ID-SUP-008,HOTEL,ONLINE,GB,IDR,24346144.96,2582870.22,1433296.52,Confirmed
ID-BK-0015190,2025-01-08,2025-01-23,ID-CUST-0219,ID-SUP-063,GROUND,ONLINE,TH,IDR,22647033.26,2503229.14,2037363.66,Confirmed
ID-BK-0015191,2026-02-12,2026-02-28,ID-CUST-0022,ID-SUP-042,AIR,MANUAL,SG,IDR,10446519.5,1586676.83,993880.29,Confirmed
ID-BK-0015192,2024-10-03,2024-10-21,ID-CUST-0093,ID-SUP-017,AIR,ONLINE,TH,IDR,49434158.53,3187877.21,2480534.9,Confirmed
ID-BK-0015193,2026-03-02,2026-04-01,ID-CUST-0139,ID-SUP-042,AIR,ONLINE,VN,IDR,18482941.76,2502928.97,2183518.99,Confirmed
ID-BK-0015194,2025-03-18,2025-04-18,ID-CUST-0006,ID-SUP-066,OTHER,ONLINE,JP,IDR,10503972.38,-1517637.37,-1026219.27,Refunded
ID-BK-0015195,2025-01-19,2025-01-29,ID-CUST-0188,ID-SUP-059,HOTEL,ONLINE,AU,IDR,23329477.59,2016486.13,1641332.46,Confirmed
ID-BK-0015196,2024-10-19,2024-10-25,ID-CUST-0215,ID-SUP-031,HOTEL,ONLINE,AU,IDR,3631998.63,564575.21,368835.46,Confirmed
ID-BK-0015197,2025-09-08,2025-09-17,ID-CUST-0058,ID-SUP-003,AIR,ONLINE,AU,IDR,5915927.02,791718.47,617269.75,Confirmed
ID-BK-0015198,2025-03-02,2025-03-18,ID-CUST-0031,ID-SUP-031,GROUND,MANUAL,JP,IDR,6235940.38,883633.05,508111.51,Confirmed
ID-BK-0015199,2025-02-15,2025-03-14,ID-CUST-0213,ID-SUP-031,AIR,MANUAL,ID,IDR,13614104.14,1332753.25,799145.37,Confirmed
ID-BK-0015200,2024-12-02,2024-12-21,ID-CUST-0235,ID-SUP-002,HOTEL,ONLINE,ID,IDR,3804042.3,486716.17,294276.61,Confirmed
ID-BK-0015201,2025-05-14,2025-05-19,ID-CUST-0245,ID-SUP-045,AIR,ONLINE,SG,IDR,18350680.44,2111483.89,1198969.42,Confirmed
ID-BK-0015202,2024-12-26,2025-01-19,ID-CUST-0136,ID-SUP-042,AIR,ONLINE,US,IDR,15353067.34,2259629.73,1506789.11,Confirmed
ID-BK-0015203,2026-08-11,2026-09-05,ID-CUST-0127,ID-SUP-018,AIR,ONLINE,GB,IDR,10364654.71,0.0,0.0,Cancelled
ID-BK-0015204,2025-04-15,2025-04-26,ID-CUST-0044,ID-SUP-001,AIR,ONLINE,GB,IDR,15345784.14,2454075.79,1642661.73,Confirmed
ID-BK-0015205,2025-06-25,2025-07-10,ID-CUST-0186,ID-SUP-068,GROUND,ONLINE,GB,IDR,3496466.51,296509.9,205774.51,Confirmed
ID-BK-0015206,2026-03-21,2026-04-07,ID-CUST-0222,ID-SUP-036,AIR,ONLINE,JP,IDR,29432221.25,3822288.38,3268119.03,Confirmed
ID-BK-0015207,2025-09-13,2025-09-28,ID-CUST-0220,ID-SUP-011,GROUND,ONLINE,GB,IDR,18962625.72,2313047.67,1757630.69,Confirmed
ID-BK-0015208,2024-10-13,2024-11-04,ID-CUST-0146,ID-SUP-023,HOTEL,ONLINE,AU,IDR,5534629.31,586674.0,462445.57,Confirmed
ID-BK-0015209,2026-04-24,2026-05-09,ID-CUST-0179,ID-SUP-053,GROUND,MANUAL,SG,IDR,42128616.91,4827228.36,3581353.75,Confirmed
ID-BK-0015210,2025-08-13,2025-08-20,ID-CUST-0168,ID-SUP-040,HOTEL,MANUAL,JP,IDR,38799123.13,3631876.11,3112285.13,Confirmed
ID-BK-0015211,2026-07-12,2026-08-08,ID-CUST-0224,ID-SUP-067,AIR,MANUAL,US,IDR,29480457.05,4531073.33,2571121.59,Confirmed
ID-BK-0015212,2025-08-12,2025-09-01,ID-CUST-0212,ID-SUP-067,AIR,ONLINE,SG,IDR,12304840.89,1393303.71,1180555.93,Confirmed
ID-BK-0015213,2025-08-04,2025-08-08,ID-CUST-0121,ID-SUP-009,AIR,MANUAL,VN,IDR,5434250.45,453953.77,251652.83,Confirmed
ID-BK-0015214,2024-10-31,2024-11-09,ID-CUST-0121,ID-SUP-002,GROUND,MANUAL,MY,IDR,25880245.66,4107541.11,2686105.43,Confirmed
ID-BK-0015215,2025-01-12,2025-01-16,ID-CUST-0067,ID-SUP-040,AIR,ONLINE,VN,IDR,27886292.62,2856555.23,1778117.81,Confirmed
ID-BK-0015216,2026-02-21,2026-03-09,ID-CUST-0044,ID-SUP-001,GROUND,ONLINE,MY,IDR,15482025.45,1864606.2,1040345.24,Confirmed
ID-BK-0015217,2025-04-01,2025-04-20,ID-CUST-0065,ID-SUP-058,AIR,ONLINE,AU,IDR,11098598.89,980255.89,813271.97,Confirmed
ID-BK-0015218,2024-10-22,2024-11-05,ID-CUST-0029,ID-SUP-044,AIR,ONLINE,TH,IDR,17243348.94,0.0,0.0,Cancelled
ID-BK-0015219,2025-03-29,2025-04-18,ID-CUST-0204,ID-SUP-019,GROUND,ONLINE,SG,IDR,30092447.71,4033815.9,3108287.37,Confirmed
ID-BK-0015220,2026-08-16,2026-09-10,ID-CUST-0078,ID-SUP-068,AIR,MANUAL,ID,IDR,4719340.71,-581820.86,-468211.77,Refunded
ID-BK-0015221,2026-01-11,2026-01-31,ID-CUST-0029,ID-SUP-068,HOTEL,MANUAL,CN,IDR,10178340.59,727703.31,608599.7,Confirmed
ID-BK-0015222,2025-04-23,2025-05-03,ID-CUST-0230,ID-SUP-062,AIR,MANUAL,AU,IDR,7787161.29,768747.67,573412.75,Confirmed
ID-BK-0015223,2025-04-02,2025-05-05,ID-CUST-0061,ID-SUP-024,AIR,ONLINE,SG,IDR,18537876.47,2395971.49,1555577.42,Confirmed
ID-BK-0015224,2024-09-27,2024-10-14,ID-CUST-0088,ID-SUP-004,AIR,MANUAL,JP,IDR,17829605.65,1095961.91,685608.86,Confirmed
ID-BK-0015225,2024-09-15,2024-10-09,ID-CUST-0032,ID-SUP-049,AIR,MANUAL,US,IDR,15236268.18,1276270.85,1105632.72,Confirmed
ID-BK-0015226,2026-01-28,2026-02-17,ID-CUST-0198,ID-SUP-020,AIR,MANUAL,JP,IDR,6950635.16,892952.82,527062.94,Confirmed
ID-BK-0015227,2026-04-26,2026-05-15,ID-CUST-0038,ID-SUP-049,HOTEL,ONLINE,ID,IDR,4297734.98,318870.77,213181.18,Confirmed
ID-BK-0015228,2025-06-16,2025-06-26,ID-CUST-0018,ID-SUP-025,GROUND,ONLINE,SG,IDR,12576243.55,-906007.2,-782670.69,Refunded
ID-BK-0015229,2025-07-27,2025-08-12,ID-CUST-0048,ID-SUP-051,AIR,MANUAL,MY,IDR,12134082.89,1710602.8,1214942.19,Confirmed
ID-BK-0015230,2025-01-14,2025-02-06,ID-CUST-0157,ID-SUP-031,AIR,MANUAL,MY,IDR,26354742.1,3020563.03,2247020.94,Confirmed
ID-BK-0015231,2025-04-11,2025-05-11,ID-CUST-0092,ID-SUP-009,AIR,MANUAL,GB,IDR,5816959.94,528853.14,387367.17,Confirmed
ID-BK-0015232,2025-08-22,2025-09-06,ID-CUST-0232,ID-SUP-007,AIR,ONLINE,MY,IDR,5691049.89,-751477.66,-623134.91,Refunded
ID-BK-0015233,2025-07-15,2025-08-07,ID-CUST-0143,ID-SUP-053,AIR,ONLINE,MY,IDR,30685503.81,2673308.99,1706650.8,Confirmed
ID-BK-0015234,2026-05-12,2026-06-02,ID-CUST-0141,ID-SUP-021,AIR,ONLINE,CN,IDR,16914284.78,1021276.65,653953.2,Confirmed
ID-BK-0015235,2026-07-10,2026-07-16,ID-CUST-0058,ID-SUP-028,AIR,MANUAL,MY,IDR,22159306.55,2393980.8,1858141.59,Confirmed
ID-BK-0015236,2026-07-18,2026-08-05,ID-CUST-0095,ID-SUP-052,AIR,MANUAL,GB,IDR,4610819.23,729266.61,618013.79,Confirmed
ID-BK-0015237,2025-11-14,2025-12-08,ID-CUST-0226,ID-SUP-031,AIR,ONLINE,AU,IDR,23316647.18,1616945.39,1216177.8,Confirmed
ID-BK-0015238,2025-01-12,2025-02-10,ID-CUST-0167,ID-SUP-062,AIR,ONLINE,VN,IDR,30748660.02,0.0,0.0,Cancelled
ID-BK-0015239,2024-09-29,2024-10-01,ID-CUST-0013,ID-SUP-027,AIR,ONLINE,SG,IDR,13567743.64,1602485.91,891963.25,Confirmed
ID-BK-0015240,2025-07-15,2025-07-28,ID-CUST-0029,ID-SUP-025,HOTEL,MANUAL,ID,IDR,48506536.95,3758478.67,3306497.6,Confirmed
ID-BK-0015241,2026-02-25,2026-03-09,ID-CUST-0042,ID-SUP-034,AIR,MANUAL,ID,IDR,18145585.73,1656405.36,980525.58,Confirmed
ID-BK-0015242,2024-10-29,2024-12-01,ID-CUST-0182,ID-SUP-058,HOTEL,MANUAL,VN,IDR,5418780.25,482226.45,337075.43,Confirmed
ID-BK-0015243,2026-06-17,2026-06-27,ID-CUST-0072,ID-SUP-047,AIR,ONLINE,GB,IDR,30736195.91,4688208.99,3565126.09,Confirmed
ID-BK-0015244,2026-08-16,2026-08-28,ID-CUST-0048,ID-SUP-058,HOTEL,MANUAL,VN,IDR,8343693.55,625481.3,528083.31,Confirmed
ID-BK-0015245,2025-10-07,2025-10-17,ID-CUST-0007,ID-SUP-028,AIR,ONLINE,MY,IDR,25831102.36,2879127.81,2138355.31,Confirmed
ID-BK-0015246,2026-07-31,2026-08-06,ID-CUST-0204,ID-SUP-030,HOTEL,MANUAL,MY,IDR,24168373.23,3636536.26,2597229.13,Confirmed
ID-BK-0015247,2025-08-17,2025-08-31,ID-CUST-0168,ID-SUP-021,HOTEL,MANUAL,CN,IDR,14855717.82,963004.08,540057.7,Confirmed
ID-BK-0015248,2025-10-26,2025-11-09,ID-CUST-0124,ID-SUP-029,AIR,ONLINE,VN,IDR,8535095.93,1332918.79,897504.59,Confirmed
ID-BK-0015249,2026-02-25,2026-03-28,ID-CUST-0259,ID-SUP-058,HOTEL,MANUAL,SG,IDR,12213420.4,1158217.25,1001896.68,Confirmed
ID-BK-0015250,2025-10-14,2025-10-21,ID-CUST-0106,ID-SUP-021,GROUND,ONLINE,AU,IDR,4889827.62,771489.19,534473.61,Confirmed
ID-BK-0015251,2025-10-16,2025-11-17,ID-CUST-0232,ID-SUP-027,AIR,MANUAL,ID,IDR,9851885.05,1056266.66,612999.14,Confirmed
ID-BK-0015252,2025-08-25,2025-09-01,ID-CUST-0022,ID-SUP-025,AIR,ONLINE,TH,IDR,8673693.94,923593.89,772747.82,Confirmed
ID-BK-0015253,2026-03-06,2026-03-21,ID-CUST-0067,ID-SUP-008,AIR,MANUAL,CN,IDR,6226223.76,545908.29,325592.6,Confirmed
ID-BK-0015254,2026-04-10,2026-04-20,ID-CUST-0124,ID-SUP-033,HOTEL,ONLINE,TH,IDR,30956215.96,3141085.79,2387899.53,Confirmed
ID-BK-0015255,2026-02-11,2026-03-05,ID-CUST-0037,ID-SUP-061,AIR,ONLINE,TH,IDR,9905554.32,-737959.71,-455557.62,Refunded
ID-BK-0015256,2026-07-09,2026-07-23,ID-CUST-0009,ID-SUP-066,AIR,MANUAL,US,IDR,14959512.8,1041711.88,904630.62,Confirmed
ID-BK-0015257,2026-02-22,2026-03-11,ID-CUST-0096,ID-SUP-049,OTHER,ONLINE,ID,IDR,10214177.05,777774.06,640372.09,Confirmed
ID-BK-0015258,2025-08-04,2025-08-07,ID-CUST-0081,ID-SUP-061,AIR,ONLINE,TH,IDR,20559541.27,2093066.48,1779565.53,Confirmed
ID-BK-0015259,2025-03-02,2025-04-21,ID-CUST-0105,ID-SUP-039,AIR,ONLINE,CN,IDR,8073596.14,1195412.55,765646.19,Confirmed
ID-BK-0015260,2026-06-03,2026-06-24,ID-CUST-0154,ID-SUP-036,AIR,ONLINE,AU,IDR,15757002.66,2021160.13,1218821.53,Confirmed
ID-BK-0015261,2024-12-23,2024-12-28,ID-CUST-0099,ID-SUP-029,GROUND,ONLINE,SG,IDR,3848577.13,373381.17,315990.04,Confirmed
ID-BK-0015262,2025-11-21,2025-12-09,ID-CUST-0054,ID-SUP-018,HOTEL,MANUAL,VN,IDR,26164343.27,3486980.5,2091528.77,Confirmed
ID-BK-0015263,2024-12-26,2024-12-30,ID-CUST-0053,ID-SUP-026,AIR,ONLINE,TH,IDR,19328553.34,2664318.96,2073106.34,Confirmed
ID-BK-0015264,2026-04-13,2026-04-29,ID-CUST-0127,ID-SUP-023,AIR,MANUAL,GB,IDR,47454883.82,5945566.07,3919033.17,Confirmed
ID-BK-0015265,2026-07-01,2026-08-09,ID-CUST-0055,ID-SUP-048,AIR,MANUAL,VN,IDR,20579004.75,2707360.43,1968008.01,Confirmed
ID-BK-0015266,2026-01-08,2026-01-22,ID-CUST-0152,ID-SUP-051,AIR,ONLINE,CN,IDR,94200502.69,13034378.97,11031387.16,Confirmed
ID-BK-0015267,2026-05-05,2026-05-23,ID-CUST-0016,ID-SUP-044,AIR,ONLINE,JP,IDR,10131890.85,1008474.11,666965.58,Confirmed
ID-BK-0015268,2024-12-06,2024-12-23,ID-CUST-0155,ID-SUP-052,HOTEL,MANUAL,US,IDR,29396271.14,1988569.97,1242955.23,Confirmed
ID-BK-0015269,2024-12-04,2024-12-10,ID-CUST-0140,ID-SUP-034,AIR,ONLINE,MY,IDR,18633638.61,1965577.33,1551044.55,Confirmed
ID-BK-0015270,2026-01-30,2026-02-08,ID-CUST-0237,ID-SUP-028,HOTEL,ONLINE,SG,IDR,6565867.51,474949.5,324457.08,Confirmed
ID-BK-0015271,2025-12-08,2026-02-12,ID-CUST-0106,ID-SUP-033,AIR,MANUAL,JP,IDR,5961297.24,786800.68,628832.35,Confirmed
ID-BK-0015272,2025-09-09,2025-09-18,ID-CUST-0070,ID-SUP-042,AIR,ONLINE,TH,IDR,18480307.67,2603850.5,1568180.96,Confirmed
ID-BK-0015273,2026-05-29,2026-06-08,ID-CUST-0115,ID-SUP-019,HOTEL,MANUAL,GB,IDR,19309892.5,2829984.11,2329906.26,Confirmed
ID-BK-0015274,2025-06-29,2025-07-09,ID-CUST-0106,ID-SUP-012,AIR,ONLINE,VN,IDR,35364513.85,4596507.36,3100334.33,Confirmed
ID-BK-0015275,2024-10-20,2024-11-12,ID-CUST-0256,ID-SUP-036,HOTEL,ONLINE,AU,IDR,8592627.92,989257.35,869274.01,Confirmed
ID-BK-0015276,2025-10-01,2025-10-27,ID-CUST-0191,ID-SUP-050,AIR,ONLINE,GB,IDR,6817042.82,1077103.47,826809.42,Confirmed
ID-BK-0015277,2025-07-28,2025-09-01,ID-CUST-0177,ID-SUP-066,GROUND,ONLINE,CN,IDR,7276652.89,586861.17,333842.12,Confirmed
ID-BK-0015278,2025-03-27,2025-04-11,ID-CUST-0032,ID-SUP-065,AIR,ONLINE,AU,IDR,13829535.62,1988029.38,1377524.01,Confirmed
ID-BK-0015279,2025-12-02,2025-12-14,ID-CUST-0058,ID-SUP-004,AIR,ONLINE,AU,IDR,15994079.95,2521095.14,1695697.43,Confirmed
ID-BK-0015280,2025-04-16,2025-04-23,ID-CUST-0243,ID-SUP-049,HOTEL,MANUAL,VN,IDR,14479074.87,1331698.18,1121043.7,Confirmed
ID-BK-0015281,2026-07-28,2026-08-10,ID-CUST-0259,ID-SUP-024,HOTEL,ONLINE,SG,IDR,8566395.62,795902.12,586860.64,Confirmed
ID-BK-0015282,2025-06-22,2025-07-15,ID-CUST-0063,ID-SUP-069,AIR,ONLINE,VN,IDR,3649236.01,384038.26,272451.48,Confirmed
ID-BK-0015283,2026-08-22,2026-08-28,ID-CUST-0042,ID-SUP-021,AIR,ONLINE,ID,IDR,16006503.93,2071066.6,1729571.78,Confirmed
ID-BK-0015284,2025-05-25,2025-06-19,ID-CUST-0184,ID-ORPHAN-SUP-001,HOTEL,ONLINE,ID,IDR,106521751.26,7947483.58,5738167.8,Confirmed
ID-BK-0015285,2025-03-09,2025-04-20,ID-CUST-0119,ID-SUP-035,GROUND,ONLINE,ID,IDR,4269156.18,456163.76,265296.05,Confirmed
ID-BK-0015286,2024-12-15,2024-12-23,ID-CUST-0020,ID-SUP-015,HOTEL,ONLINE,VN,IDR,39395841.58,4629109.79,2782022.32,Confirmed
ID-BK-0015287,2025-11-13,2025-12-17,ID-CUST-0223,ID-SUP-047,GROUND,ONLINE,TH,IDR,3389030.87,529299.4,325371.09,Confirmed
ID-BK-0015288,2025-07-29,2025-08-01,ID-CUST-0056,ID-SUP-043,AIR,ONLINE,TH,IDR,11011118.52,835559.62,523390.29,Confirmed
ID-BK-0015289,2026-05-28,2026-06-24,ID-CUST-0159,ID-SUP-001,OTHER,MANUAL,VN,IDR,18744075.27,1665135.42,1326792.65,Confirmed
ID-BK-0015290,2024-11-26,2024-12-05,ID-CUST-0050,ID-SUP-055,AIR,ONLINE,VN,IDR,22837871.3,2045770.69,1540693.54,Confirmed
ID-BK-0015291,2024-09-07,2024-09-23,ID-CUST-0119,ID-SUP-011,AIR,MANUAL,JP,IDR,15436952.23,1446093.37,1167669.9,Confirmed
ID-BK-0015292,2026-02-10,2026-02-17,ID-CUST-0209,ID-SUP-015,GROUND,ONLINE,MY,IDR,29191875.39,3422047.28,2634529.17,Confirmed
ID-BK-0015293,2025-12-05,2025-12-25,ID-CUST-0101,ID-SUP-056,OTHER,MANUAL,SG,IDR,28839498.67,3176076.44,2113332.77,Confirmed
ID-BK-0015294,2025-05-07,2025-05-29,ID-CUST-0208,ID-SUP-035,HOTEL,MANUAL,MY,IDR,13563385.95,2001793.99,1486780.03,Confirmed
ID-BK-0015295,2026-02-03,2026-02-22,ID-CUST-0039,ID-SUP-023,OTHER,MANUAL,SG,IDR,16691568.63,2264082.0,1914840.71,Confirmed
ID-BK-0015296,2025-05-09,2025-05-20,ID-CUST-0217,ID-SUP-031,HOTEL,ONLINE,AU,IDR,14972284.84,2374148.69,1605146.26,Confirmed
ID-BK-0015297,2026-08-21,2026-08-28,ID-CUST-0043,ID-SUP-020,AIR,MANUAL,AU,IDR,19220751.11,2200921.53,1341484.09,Confirmed
ID-BK-0015298,2025-02-17,2025-03-14,ID-CUST-0150,ID-SUP-007,GROUND,ONLINE,VN,IDR,107196597.17,13600153.65,8303459.05,Confirmed
ID-BK-0015299,2026-08-11,2026-08-20,ID-CUST-0001,ID-SUP-006,AIR,MANUAL,TH,IDR,10121933.36,1087169.09,793724.87,Confirmed
ID-BK-0015300,2024-12-29,2025-01-10,ID-CUST-0025,ID-SUP-039,HOTEL,ONLINE,AU,IDR,7426835.15,784301.3,583744.87,Confirmed
ID-BK-0015301,2025-11-15,2025-11-23,ID-CUST-0206,ID-SUP-012,OTHER,MANUAL,AU,IDR,6315921.82,974632.28,651571.4,Confirmed
ID-BK-0015302,2026-03-03,2026-03-27,ID-CUST-0223,ID-SUP-065,GROUND,ONLINE,JP,IDR,56817901.12,5589839.91,3827089.03,Confirmed
ID-BK-0015303,2025-03-14,2025-04-05,ID-CUST-0097,ID-SUP-014,AIR,ONLINE,ID,IDR,10112920.27,733608.42,626311.68,Confirmed
ID-BK-0015304,2025-04-26,2025-05-10,ID-CUST-0134,ID-SUP-047,HOTEL,ONLINE,SG,IDR,11022026.07,1536581.22,1232384.64,Confirmed
ID-BK-0015305,2026-04-19,2026-04-29,ID-CUST-0122,ID-SUP-061,HOTEL,ONLINE,SG,IDR,3735458.83,544331.9,315820.56,Confirmed
ID-BK-0015306,2025-10-08,2025-12-21,ID-CUST-0157,ID-SUP-002,HOTEL,MANUAL,US,IDR,5775436.94,408021.85,275504.93,Confirmed
ID-BK-0015307,2025-03-20,2025-04-04,ID-CUST-0008,ID-SUP-018,AIR,MANUAL,TH,IDR,19352401.1,2105149.62,1511376.0,Confirmed
ID-BK-0015308,2026-07-10,2026-07-27,ID-CUST-0209,ID-SUP-041,HOTEL,MANUAL,GB,IDR,3717813.04,390349.27,276643.2,Confirmed
ID-BK-0015309,2025-02-14,2025-03-08,ID-CUST-0033,ID-SUP-070,AIR,ONLINE,CN,IDR,16577312.67,2353912.75,1956961.41,Confirmed
ID-BK-0015310,2026-07-09,2026-08-02,ID-CUST-0258,ID-SUP-019,HOTEL,MANUAL,VN,IDR,14924016.98,2289908.24,1650763.11,Confirmed
ID-BK-0015311,2025-03-29,2025-04-11,ID-CUST-0115,ID-SUP-044,AIR,ONLINE,CN,IDR,2921347.5,222007.66,131119.49,Confirmed
ID-BK-0015312,2024-12-02,2024-12-19,ID-CUST-0057,ID-SUP-025,AIR,ONLINE,CN,IDR,30667593.34,3412857.19,2679793.93,Confirmed
