source_country,local_supplier_id,regional_supplier_id,mapping_type,mapping_status,mapping_source,effective_from,effective_to
ID,ID-SUP-023,RSUP-00023,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-024,RSUP-00024,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-025,RSUP-00025,SYNTHETIC_REGIONAL_GROUP,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-026,RSUP-00116,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-027,RSUP-00117,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-028,RSUP-00118,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-029,RSUP-00119,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-030,RSUP-00120,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-031,RSUP-00121,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-032,RSUP-00122,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-033,RSUP-00123,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-034,RSUP-00124,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-035,RSUP-00125,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-036,RSUP-00126,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-037,RSUP-00127,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-038,RSUP-00128,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-039,RSUP-00129,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-040,RSUP-00130,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-041,RSUP-00131,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-042,RSUP-00132,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-043,RSUP-00133,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-044,RSUP-00134,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-045,RSUP-00135,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-046,RSUP-00136,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-047,RSUP-00137,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-048,RSUP-00138,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-049,RSUP-00139,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-050,RSUP-00140,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-051,RSUP-00141,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-052,RSUP-00142,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-053,RSUP-00143,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-054,RSUP-00144,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-055,RSUP-00145,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-056,RSUP-00146,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-057,RSUP-00147,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-058,RSUP-00148,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-059,RSUP-00149,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-060,RSUP-00150,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-061,RSUP-00151,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-062,RSUP-00152,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-063,RSUP-00153,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-064,RSUP-00154,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-065,RSUP-00155,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-066,RSUP-00156,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-067,RSUP-00157,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-068,RSUP-00158,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-069,RSUP-00159,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
ID,ID-SUP-070,RSUP-00160,SYNTHETIC_LOCAL_ONLY,APPROVED_SYNTHETIC,PORTFOLIO_MASTER_DATA_RULE,2024-09-01,
