booking_id,booking_date,travel_date,customer_id,supplier_id,product_type,booking_channel,destination_country,currency,booking_value,revenue,cost,booking_status,agent_id
MY-B00026513,2025-05-01,2025-05-28,MY-C0100,MY-S0062,Air,Offline,TH,MYR,1826.86,223.26,137.65,Confirmed,AG005
MY-B00026514,2025-05-21,2025-06-23,MY-C0225,MY-S0020,Hotel,Offline,CN,MYR,2519.66,192.12,134.35,Confirmed,AG004
MY-B00026515,2025-11-21,2025-12-20,MY-C0288,MY-S0062,Air,Offline,AU,MYR,2306.8,341.11,204.69,Confirmed,AG001
MY-B00026516,2026-02-02,2026-02-09,MY-C0132,MY-S0011,Air,Online,GB,MYR,1888.56,284.78,165.22,Confirmed,AG003
MY-B00026517,2025-10-06,2025-11-09,MY-C0160,MY-S0050,Other,Offline,SG,MYR,1508.98,114.31,100.12,Confirmed,AG003
MY-B00026518,2025-06-24,2025-07-06,MY-C0094,MY-S0059,Air,Offline,MY,MYR,4499.08,408.48,274.02,Confirmed,
MY-B00026519,2025-09-03,2025-11-02,MY-C0238,MY-S0029,Air,Offline,ID,MYR,1136.5,144.07,125.1,Confirmed,AG001
MY-B00026520,2024-12-15,2025-02-02,MY-C0096,MY-S0054,Hotel,Online,CN,MYR,572.05,36.03,29.45,Confirmed,AG002
MY-B00026521,2025-01-11,2025-01-15,MY-C0048,MY-S0048,Hotel,Offline,US,MYR,693.23,75.43,47.19,Confirmed,AG003
MY-B00026522,2025-11-20,2025-12-04,MY-C0260,MY-S0019,Hotel,Online,TH,MYR,1096.82,153.68,101.67,Confirmed,AG001
MY-B00026523,2026-05-25,2026-06-02,MY-C0288,MY-S0005,Air,Offline,SG,MYR,1257.03,176.25,104.12,Confirmed,AG003
MY-B00026524,2025-09-17,2025-10-08,MY-C0269,MY-S0051,Other,Offline,TH,MYR,1878.47,273.06,165.03,Confirmed,
MY-B00026525,2024-10-15,2024-11-05,MY-C0066,MY-S0053,Air,Online,TH,MYR,1017.4,152.25,102.69,Confirmed,
MY-B00026526,2026-08-18,2026-09-18,MY-C0227,MY-S0011,Air,Offline,AU,MYR,3873.27,552.56,440.02,Confirmed,
MY-B00026527,2025-04-25,2025-06-01,MY-C0148,MY-S0029,Air,Online,MY,MYR,1493.53,123.58,86.39,Confirmed,
MY-B00026528,2026-03-01,2026-03-06,MY-C0226,MY-S0002,Air,Offline,JP,MYR,2690.42,167.44,114.88,Confirmed,AG004
MY-B00026529,2026-06-18,2026-08-02,MY-C0204,MY-S0005,Air,Online,JP,MYR,2548.26,320.52,177.82,Confirmed,
MY-B00026530,2026-08-21,2026-09-04,MY-C0025,MY-S0013,Air,Online,VN,MYR,6257.5,638.21,397.4,Confirmed,AG005
MY-B00026531,2024-11-25,2024-12-09,MY-C0110,MY-S0029,Air,Offline,SG,MYR,12174.37,921.18,639.8,Confirmed,
MY-B00026532,2025-01-15,2025-01-18,MY-C0218,MY-S0005,Air,Online,AU,MYR,1653.91,221.9,171.19,Confirmed,AG002
MY-B00026533,2025-12-16,2026-01-01,MY-C0078,MY-S0024,Hotel,Offline,AU,MYR,2835.32,339.17,252.08,Confirmed,
MY-B00026534,2026-03-10,2026-03-19,MY-C0242,MY-S0029,Air,Online,VN,MYR,4784.19,495.82,299.53,Confirmed,AG001
MY-B00026535,2026-05-03,2026-05-07,MY-C0278,MY-S0030,Hotel,Online,TH,MYR,1775.3,107.34,87.48,Confirmed,AG001
MY-B00026536,2025-10-08,2025-10-21,MY-C0010,MY-S0004,Other,Online,GB,MYR,1342.4,109.25,87.52,Confirmed,
MY-B00026537,2024-12-25,2025-01-05,MY-C0120,MY-S0065,Hotel,Offline,AU,MYR,3515.1,249.54,177.87,Confirmed,
MY-B00026538,2026-02-03,2026-03-12,MY-C0315,MY-S0073,Air,Offline,SG,MYR,3203.38,407.32,256.89,Confirmed,
MY-B00026539,2026-01-01,2026-02-04,MY-C0010,MY-S0007,Air,Online,SG,MYR,1243.86,111.55,84.17,Confirmed,
MY-B00026540,2025-08-08,2025-08-18,MY-C0188,MY-S0045,Air,Online,CN,MYR,1015.6,0.0,0.0,Cancelled,AG001
MY-B00026541,2025-12-10,2025-12-28,MY-C0191,MY-S0039,Air,Offline,TH,MYR,3870.19,536.22,444.83,Confirmed,
MY-B00026542,2025-02-03,2025-03-05,MY-C0171,MY-S0068,Hotel,Online,VN,MYR,1069.64,118.83,87.89,Confirmed,
MY-B00026543,2026-04-15,2026-04-19,MY-C0084,MY-S0012,Air,Online,CN,MYR,732.91,74.53,54.18,Confirmed,
MY-B00026544,2024-10-04,2024-10-17,MY-C0014,MY-S0064,Other,Online,SG,MYR,379.86,55.45,45.11,Confirmed,AG001
MY-B00026545,2026-05-06,2026-05-17,MY-C0194,MY-S0035,Ground,Online,GB,MYR,1481.85,146.78,94.26,Confirmed,AG005
MY-B00026546,2026-05-05,2026-05-07,MY-C0016,MY-S0007,Air,Offline,SG,MYR,355.24,0.0,0.0,Cancelled,AG003
MY-B00026547,2026-01-15,2026-01-24,MY-C0147,MY-S0054,Hotel,Online,GB,MYR,3880.22,394.36,219.23,Confirmed,AG001
MY-B00026548,2026-04-18,2026-04-20,MY-C0202,MY-S0007,Air,Online,JP,MYR,326.48,32.08,27.99,Confirmed,AG002
MY-B00026549,2026-06-29,2026-07-03,MY-C0114,MY-S0076,Hotel,Online,GB,MYR,3663.58,310.35,255.0,Confirmed,AG004
MY-B00026550,2024-12-28,2025-01-06,MY-C0220,MY-S0045,Air,Online,VN,MYR,14500.97,1261.6,1004.62,Confirmed,
MY-B00026551,2025-10-03,2025-10-25,MY-C0244,MY-S0029,Air,Online,CN,MYR,342.41,41.7,27.2,Confirmed,
MY-B00026552,2025-12-15,2025-12-19,MY-C0286,MY-S0073,Air,Online,US,MYR,7034.09,1027.17,659.94,Confirmed,AG004
MY-B00026553,2026-07-21,2026-08-08,MY-C0247,MY-S0056,Other,Offline,ID,MYR,1447.78,229.94,194.95,Confirmed,
MY-B00026554,2026-02-21,2026-03-19,MY-C0084,MY-S0073,Air,Online,JP,MYR,3574.95,394.28,310.43,Confirmed,
MY-B00026555,2025-11-08,2025-11-16,MY-C0106,MY-S0066,Hotel,Offline,AU,MYR,4441.54,0.0,0.0,Cancelled,
MY-B00026556,2025-10-13,2025-11-03,MY-C0108,MY-S0033,Air,Offline,SG,MYR,13949.25,1301.93,1006.07,Confirmed,AG004
MY-B00026557,2024-12-14,2025-01-03,MY-C0071,MY-S0072,Other,Online,ID,MYR,1205.95,101.23,65.91,Confirmed,AG002
MY-B00026558,2025-04-20,2025-05-03,MY-C0014,MY-S0079,Ground,Online,SG,MYR,1414.58,211.91,182.38,Confirmed,
MY-B00026559,2025-07-14,2025-07-24,MY-C0319,MY-S0050,Other,Offline,ID,MYR,734.52,85.15,74.2,Confirmed,AG001
MY-B00026560,2026-06-06,2026-06-17,MY-C0209,MY-S0062,Air,Offline,AU,MYR,701.96,46.61,25.99,Confirmed,AG005
MY-B00026561,2026-05-23,2026-07-18,MY-C0298,MY-S0026,Air,Online,GB,MYR,7550.92,1113.2,738.6,Confirmed,
MY-B00026562,2025-12-13,2025-12-19,MY-C0290,MY-S0079,Ground,Online,TH,MYR,1479.4,153.5,98.63,Confirmed,
MY-B00026563,2024-11-17,2025-01-01,MY-C0253,MY-S0069,Air,Offline,JP,MYR,2412.25,270.63,213.55,Confirmed,AG002
MY-B00026564,2026-02-08,2026-02-14,MY-C0276,MY-S0029,Air,Online,CN,MYR,2299.28,331.61,227.22,Confirmed,
MY-B00026565,2025-08-02,2025-08-24,MY-C0317,MY-S0072,Other,Offline,CN,MYR,5041.87,533.05,446.36,Confirmed,AG004
MY-B00026566,2025-12-21,2025-12-24,MY-C0248,MY-S0006,Air,Offline,CN,MYR,1502.36,233.33,131.32,Confirmed,AG005
MY-B00026567,2025-07-14,2025-07-17,MY-C0078,MY-S0029,Air,Offline,JP,MYR,501.66,37.21,27.78,Confirmed,AG005
MY-B00026568,2026-02-09,2026-03-18,MY-C0007,MY-S0073,Air,Offline,TH,MYR,278.99,28.79,16.79,Confirmed,AG005
MY-B00026569,2025-02-06,2025-02-11,MY-C0100,MY-S0053,Air,Offline,ID,MYR,7605.72,471.08,310.21,Confirmed,
MY-B00026570,2024-12-15,2025-01-09,MY-C0178,MY-S0059,Air,Offline,JP,MYR,2609.45,244.18,169.47,Confirmed,
MY-B00026571,2025-02-08,2025-02-25,MY-C0059,MY-S0026,Air,Online,VN,MYR,627.98,77.72,49.19,Confirmed,AG003
MY-B00026572,2026-07-06,2026-07-20,MY-C0183,MY-S0029,Air,Online,CN,MYR,750.9,114.93,65.67,Confirmed,AG003
MY-B00026573,2024-10-26,2024-11-18,MY-C0080,MY-S0052,Hotel,Online,JP,MYR,895.59,106.05,76.85,Confirmed,AG001
MY-B00026574,2025-03-28,2025-04-20,MY-C0139,MY-S0033,Air,Online,SG,MYR,7923.3,501.67,416.97,Confirmed,
MY-B00026575,2025-05-09,2025-05-23,MY-C0026,MY-S0048,Hotel,Offline,GB,MYR,2228.63,240.43,185.35,Confirmed,AG001
MY-B00026576,2026-05-04,2026-05-05,MY-C0199,MY-S0033,Air,Online,GB,MYR,450.26,47.7,33.38,Confirmed,AG003
MY-B00026577,2025-05-21,2025-06-03,MY-C0176,MY-S0011,Air,Online,AU,MYR,1158.61,75.98,65.0,Confirmed,
MY-B00026578,2026-06-15,2026-07-31,MY-C0072,MY-S0050,Other,Offline,US,MYR,5377.35,483.71,285.48,Confirmed,
MY-B00026579,2026-08-23,2026-08-31,MY-C0171,MY-S0002,Air,Online,TH,MYR,1986.89,165.72,123.04,Confirmed,AG003
MY-B00026580,2025-12-20,2025-12-31,MY-C0256,MY-S0029,Air,Offline,US,MYR,790.49,67.99,42.13,Confirmed,AG005
MY-B00026581,2025-05-09,2025-05-12,MY-C0316,MY-S0026,Air,Online,TH,MYR,5953.23,805.12,527.08,Confirmed,AG001
MY-B00026582,2025-11-11,2025-11-21,MY-C0136,MY-S0012,Air,Online,AU,MYR,1890.11,163.04,101.31,Confirmed,
MY-B00026583,2026-01-02,2026-01-16,MY-C0180,MY-S0067,Ground,Online,VN,MYR,3812.31,596.11,478.29,Confirmed,AG005
MY-B00026584,2024-11-19,2024-11-28,MY-C0268,MY-S0002,Air,Offline,GB,MYR,1823.99,171.64,96.05,UNKNOWN,AG005
MY-B00026585,2026-05-02,2026-05-15,MY-C0314,MY-S0073,Air,Online,JP,MYR,9906.41,1216.29,766.39,Confirmed,AG003
MY-B00026586,2025-07-16,2025-07-27,MY-C0066,MY-S0040,Hotel,Online,CN,MYR,1742.83,144.58,83.35,Confirmed,AG004
MY-B00026587,2026-05-11,2026-06-15,MY-C0059,MY-S0005,Air,Online,JP,MYR,3468.59,210.82,182.39,Confirmed,
MY-B00026588,2025-11-21,2025-11-28,MY-C0282,MY-S0033,Air,Online,MY,MYR,1868.2,276.4,219.94,Confirmed,AG003
MY-B00026589,2026-05-22,2026-06-19,MY-C0296,MY-S0059,Air,Offline,GB,MYR,3586.39,455.79,374.6,Confirmed,
MY-B00026590,2024-10-30,2024-11-08,MY-C0101,MY-S0016,Ground,Online,JP,MYR,262.32,24.8,15.7,Confirmed,AG003
MY-B00026591,2024-10-01,2024-10-08,MY-C0230,MY-S0038,Hotel,Offline,JP,MYR,4409.87,692.17,432.59,Confirmed,
MY-B00026592,2024-11-21,2024-12-14,MY-C0241,MY-S0062,Air,Online,US,MYR,2177.65,232.43,176.35,Confirmed,AG004
MY-B00026593,2026-06-01,2026-06-07,MY-C0067,MY-S0062,Air,Online,VN,MYR,9566.42,608.3,508.9,Confirmed,
MY-B00026594,2026-08-27,2026-09-10,MY-C0121,MY-S0023,Hotel,Online,GB,MYR,686.41,76.29,57.45,Confirmed,AG003
MY-B00026595,2026-08-31,2026-09-12,MY-C0104,MY-S0033,Air,Offline,TH,MYR,1808.34,171.15,130.51,Confirmed,
MY-B00026596,2025-05-01,2025-06-14,MY-C0189,MY-S0029,Air,Offline,JP,MYR,1368.51,0.0,0.0,Cancelled,AG001
MY-B00026597,2025-03-12,2025-03-26,MY-C0003,MY-S0061,Air,Offline,US,MYR,2215.48,193.87,127.03,Confirmed,
MY-B00026598,2025-05-14,2025-05-15,MY-C0119,MY-S0060,Air,Online,TH,MYR,1509.32,178.6,141.48,Confirmed,
MY-B00026599,2026-04-20,2026-05-07,MY-C0261,MY-S0060,Air,Online,TH,MYR,1468.13,111.31,77.57,Confirmed,AG004
MY-B00026600,2025-03-03,2025-04-01,MY-C0098,MY-S0072,Other,Offline,JP,MYR,2250.63,358.06,231.78,Confirmed,AG003
MY-B00026601,2025-10-05,2025-10-27,MY-C0317,MY-S0009,Hotel,Offline,US,MYR,4820.89,422.42,279.93,Confirmed,
MY-B00026602,2025-12-16,2026-01-01,MY-C0102,MY-S0078,Ground,Online,GB,MYR,606.86,84.08,70.66,Confirmed,AG005
MY-B00026603,2025-05-22,2025-06-01,MY-C0179,MY-S0061,Air,Online,US,MYR,404.28,59.0,44.24,Confirmed,
MY-B00026604,2025-08-12,2025-09-02,MY-C0262,MY-S0006,Air,Offline,VN,MYR,3993.87,398.02,340.3,Confirmed,
MY-B00026605,2025-12-30,2026-01-13,MY-C0052,MY-S0007,Air,Online,SG,MYR,3213.28,332.01,273.49,Confirmed,
MY-B00026606,2026-04-01,2026-04-17,MY-C0295,MY-S0061,Air,Offline,TH,MYR,896.44,94.26,74.99,Confirmed,
MY-B00026607,2025-01-17,2025-02-09,MY-C0080,MY-S0011,Air,Online,MY,MYR,5040.63,509.88,443.06,Confirmed,
MY-B00026608,2025-09-10,2025-10-16,MY-C0117,MY-S0041,Ground,Online,GB,MYR,2109.72,316.75,243.78,Confirmed,
MY-B00026609,2024-12-22,2024-12-31,MY-C0120,MY-S0033,Air,Online,GB,MYR,2866.57,190.52,153.15,Confirmed,AG002
MY-B00026610,2024-09-12,2024-09-20,MY-C0132,MY-S0066,Hotel,Offline,AU,MYR,2808.53,441.44,268.73,Confirmed,AG004
MY-B00026611,2025-12-15,2025-12-31,MY-C0144,MY-S0069,Air,Online,AU,MYR,2060.68,146.98,120.88,Confirmed,AG001
MY-B00026612,2025-08-19,2025-09-02,MY-C0205,MY-S0045,Air,Online,AU,MYR,474.77,53.59,33.96,Confirmed,AG002
MY-B00026613,2025-03-09,2025-03-24,MY-C0226,MY-S0034,Air,Online,JP,MYR,1735.31,188.04,104.12,Confirmed,
MY-B00026614,2024-10-11,2024-10-19,MY-C0256,MY-S0033,Air,Online,US,MYR,1217.44,147.5,120.51,Confirmed,
MY-B00026615,2026-07-23,2026-07-28,MY-C0130,MY-S0054,Hotel,Online,JP,MYR,1087.14,132.87,88.49,Confirmed,AG001
MY-B00026616,2026-04-27,2026-05-01,MY-C0163,MY-S0038,Hotel,Online,US,MYR,1287.15,116.33,67.83,Confirmed,AG003
MY-B00026617,2026-07-15,2026-07-19,MY-C0271,MY-S0005,Air,Online,VN,MYR,551.33,72.21,55.41,Confirmed,AG002
MY-B00026618,2024-11-22,2024-11-29,MY-C0061,MY-S0023,Hotel,Online,JP,MYR,4069.69,632.98,505.07,Confirmed,
MY-B00026619,2024-09-11,2024-10-23,MY-C0014,MY-S0064,Other,Online,ID,MYR,517.82,62.85,52.88,Confirmed,AG003
MY-B00026620,2025-02-06,2025-02-25,MY-C0039,MY-S0006,Air,Offline,CN,MYR,2425.1,366.4,280.21,Confirmed,
MY-B00026621,2024-11-13,2024-12-08,MY-C0227,MY-S0062,Air,Offline,US,MYR,1106.26,166.8,127.17,Confirmed,AG004
MY-B00026622,2025-08-02,2025-08-06,MY-C0296,MY-S0023,Hotel,Online,CN,MYR,2682.0,301.67,249.8,Confirmed,AG001
MY-B00026623,2025-12-16,2025-12-29,MY-C0059,MY-S0034,Air,Online,CN,MYR,16566.17,1960.24,1141.81,Confirmed,
MY-B00026624,2025-01-21,2025-02-13,MY-C0133,MY-S0058,Hotel,Offline,JP,MYR,1124.97,148.7,96.47,Confirmed,AG001
MY-B00026625,2025-06-17,2025-06-23,MY-C0062,MY-S0018,Ground,Online,TH,MYR,2596.03,227.03,172.28,Confirmed,AG002
MY-B00026626,2025-09-29,2025-10-14,MY-C0016,MY-S0011,Air,Online,GB,MYR,6461.21,390.33,256.3,Confirmed,
MY-B00026627,2025-04-20,2025-04-28,MY-C0158,MY-S0013,Air,Online,VN,MYR,3177.51,316.73,258.33,Confirmed,AG001
MY-B00026628,2025-08-03,2025-08-07,MY-C0083,MY-S0046,Ground,Offline,VN,MYR,2083.66,139.82,104.09,Confirmed,AG005
MY-B00026629,2025-11-05,2025-11-08,MY-C0234,MY-S0062,Air,Offline,VN,MYR,5680.81,401.26,264.32,Confirmed,AG002
MY-B00026630,2026-07-28,2026-08-13,MY-C0309,MY-S0067,Ground,Offline,ID,MYR,2157.33,214.61,181.5,Confirmed,AG003
MY-B00026631,2025-04-15,2025-04-25,MY-C0174,MY-S0073,Air,Online,MY,MYR,2952.15,180.61,141.27,Confirmed,AG004
MY-B00026632,2024-11-04,2024-11-16,MY-C0090,MY-S0010,Ground,Online,AU,MYR,4107.81,375.13,267.24,Confirmed,AG003
MY-B00026633,2026-05-28,2026-05-31,MY-C0004,MY-S0034,Air,Offline,US,MYR,6369.55,382.4,253.73,Confirmed,AG004
MY-B00026634,2025-10-27,2025-11-16,MY-C0314,MY-S0019,Hotel,Online,CN,MYR,1598.88,155.82,99.21,Confirmed,AG002
MY-B00026635,2025-08-11,2025-09-29,MY-C0123,MY-S0011,Air,Online,VN,MYR,780.84,91.16,62.32,Confirmed,
MY-B00026636,2026-02-08,2026-03-06,MY-C0037,MY-S0016,Ground,Offline,US,MYR,1874.83,128.59,106.07,Confirmed,
MY-B00026637,2026-08-18,2026-08-26,MY-C0145,MY-S0065,Hotel,Online,SG,MYR,1922.91,294.37,205.59,Confirmed,AG002
MY-B00026638,2024-12-03,2024-12-05,MY-C0038,MY-S0023,Hotel,Offline,CN,MYR,3116.03,305.39,248.95,Confirmed,AG003
MY-B00026639,2026-05-22,2026-06-14,MY-C0034,MY-S0066,Hotel,Online,JP,MYR,4172.62,403.11,230.84,Confirmed,
MY-B00026640,2025-12-09,2026-01-08,MY-C0300,MY-S0012,Air,Online,GB,MYR,2673.34,387.44,222.39,Confirmed,
MY-B00026641,2025-11-02,2025-11-22,MY-C0204,MY-S0037,Other,Online,MY,MYR,3296.84,358.99,218.72,Confirmed,
MY-B00026642,2026-05-24,2026-06-05,MY-C0250,MY-S0026,Air,Offline,TH,MYR,1100.01,157.75,121.02,Confirmed,
MY-B00026643,2025-04-11,2025-05-10,MY-C0225,MY-S0052,Hotel,Offline,VN,MYR,1398.24,87.59,59.72,Confirmed,AG002
MY-B00026644,2026-03-29,2026-04-14,MY-C0094,MY-S0029,Air,Online,US,MYR,9729.61,1243.68,967.26,Confirmed,AG004
MY-B00026645,2025-10-22,2025-11-03,MY-C0073,MY-S0030,Hotel,Online,ID,MYR,996.36,153.41,131.94,Confirmed,
MY-B00026646,2026-07-15,2026-08-09,MY-C0115,MY-S0007,Air,Offline,AU,MYR,2658.85,281.96,158.16,Confirmed,AG001
MY-B00026647,2025-08-08,2025-09-11,MY-C0100,MY-S0045,Air,Offline,TH,MYR,4507.69,327.6,271.94,Confirmed,
MY-B00026648,2026-02-09,2026-02-17,MY-C0120,MY-S0052,Hotel,Offline,ID,MYR,3953.93,372.36,260.36,Confirmed,AG005
MY-B00026649,2025-08-30,2025-09-06,MY-C0235,MY-S0054,Hotel,Offline,CN,MYR,1855.18,295.32,197.79,Confirmed,AG004
MY-B00026650,2025-06-15,2025-06-30,MY-C0306,MY-S0061,Air,Online,SG,MYR,1480.55,162.35,132.26,Confirmed,AG001
MY-B00026651,2025-06-02,2025-06-19,MY-C0151,MY-S0075,Hotel,Online,MY,MYR,8476.69,962.19,672.94,Confirmed,
MY-B00026652,2026-07-04,2026-07-17,MY-C0275,MY-S0073,Air,Offline,CN,MYR,2219.42,352.21,253.64,Confirmed,
MY-B00026653,2026-05-05,2026-06-06,MY-C0175,MY-S0076,Hotel,Offline,GB,MYR,296.2,29.83,25.06,Confirmed,AG005
MY-B00026654,2025-02-12,2025-03-06,MY-C0110,MY-S0037,Other,Online,GB,MYR,2573.07,154.78,97.44,Confirmed,
MY-B00026655,2026-05-25,2026-06-12,MY-C0020,MY-S0080,Hotel,Offline,AU,MYR,635.01,64.52,55.98,Confirmed,AG002
MY-B00026656,2025-11-01,2025-11-13,MY-C0092,MY-S0022,Air,Online,TH,MYR,4707.26,711.03,431.47,Confirmed,
MY-B00026657,2024-11-16,2024-12-29,MY-C0052,MY-S0060,Air,Online,VN,MYR,701.15,79.91,66.65,Confirmed,AG003
MY-B00026658,2026-03-13,2026-04-09,MY-C0088,MY-S0011,Air,Online,GB,MYR,2638.01,195.68,121.74,Confirmed,AG004
MY-B00026659,2024-12-28,2025-02-12,MY-C0136,MY-S0026,Air,Online,GB,MYR,679.69,84.39,54.68,Confirmed,AG001
MY-B00026660,2026-05-30,2026-06-15,MY-C0192,MY-S0026,Air,Online,US,MYR,1382.96,108.11,74.28,Confirmed,AG005
MY-B00026661,2025-07-29,2025-08-07,MY-C0174,MY-S0004,Other,Online,CN,MYR,3839.55,537.53,468.09,Confirmed,AG005
MY-B00026662,2026-07-02,2026-07-31,MY-C0031,MY-S0029,Air,Online,GB,MYR,6647.51,551.11,339.6,Confirmed,AG004
MY-B00026663,2025-08-19,2025-09-01,MY-C0200,MY-S0054,Hotel,Offline,TH,MYR,1451.17,-230.21,-153.33,Refunded,AG005
MY-B00026664,2024-11-02,2024-11-11,MY-C0264,MY-S0032,Hotel,Online,TH,MYR,2422.55,334.37,265.4,Confirmed,
MY-B00026665,2026-03-14,2026-03-26,MY-C0028,MY-S0063,Hotel,Online,JP,MYR,1813.19,183.59,148.68,Confirmed,
MY-B00026666,2026-02-13,2026-03-08,MY-C0088,MY-S0075,Hotel,Online,US,MYR,7599.76,559.25,411.56,Confirmed,AG004
MY-B00026667,2025-04-09,2025-04-23,MY-C0156,MY-S0047,Hotel,Online,TH,MYR,12713.49,1055.14,851.71,Confirmed,
MY-B00026668,2025-01-27,2025-02-05,MY-C0124,MY-S0042,Air,Online,TH,MYR,728.81,73.78,50.73,Confirmed,AG003
MY-B00026669,2026-05-24,2026-06-05,MY-C0105,MY-S0052,Hotel,Offline,MY,MYR,4662.36,468.18,372.04,Confirmed,
MY-B00026670,2026-03-23,2026-04-01,MY-C0083,MY-S0036,Ground,Online,MY,MYR,790.31,93.24,75.44,Confirmed,
MY-B00026671,2025-04-06,2025-04-13,MY-C0011,MY-S0053,Air,Offline,TH,MYR,1371.52,116.26,91.98,Confirmed,AG004
MY-B00026672,2026-01-25,2026-01-29,MY-C0258,MY-S0007,Air,Online,SG,MYR,3097.55,411.48,310.04,Confirmed,AG005
MY-B00026673,2025-02-23,2025-03-27,MY-C0083,MY-S0046,Ground,Online,US,MYR,1726.4,125.5,78.66,Confirmed,
MY-B00026674,2025-01-11,2025-02-11,MY-C0126,MY-S0047,Hotel,Online,CN,MYR,3334.76,333.04,232.18,Confirmed,AG001
MY-B00026675,2025-12-29,2026-01-15,MY-C0057,MY-S0046,Ground,Online,TH,MYR,2533.4,333.0,225.68,Confirmed,AG005
MY-B00026676,2026-05-01,2026-05-09,MY-C0268,MY-S0050,Other,Online,TH,MYR,2443.9,350.53,286.79,Confirmed,AG005
MY-B00026677,2026-07-03,2026-07-14,MY-C0287,MY-S0046,Ground,Online,SG,MYR,3540.99,393.02,242.71,Confirmed,
MY-B00026678,2025-08-04,2025-08-09,MY-C0318,MY-S0027,Air,Offline,GB,MYR,3383.69,263.6,205.07,Confirmed,AG004
MY-B00026679,2024-12-14,2024-12-18,MY-C0293,MY-S0057,Hotel,Offline,GB,MYR,2165.71,176.06,118.81,Confirmed,
MY-B00026680,2025-10-03,2025-10-11,MY-C0040,MY-S0063,Hotel,Offline,SG,MYR,1473.61,175.19,125.94,Confirmed,AG005
MY-B00026681,2026-01-11,2026-01-31,MY-C0139,MY-S0060,Air,Offline,TH,MYR,3234.31,388.14,296.17,Confirmed,AG005
MY-B00026682,2026-08-11,2026-08-14,MY-C0166,MY-S0004,Other,Online,SG,MYR,1914.01,190.82,108.52,Confirmed,
MY-B00026683,2024-11-21,2024-12-13,MY-C0015,MY-S0053,Air,Online,US,MYR,1975.8,198.25,171.88,Confirmed,
MY-B00026684,2025-12-24,2026-01-11,MY-C0317,MY-S0013,Air,Online,MY,MYR,3650.26,-366.33,-318.02,Refunded,
MY-B00026685,2025-09-09,2025-09-27,MY-C0002,MY-S0077,Hotel,Offline,JP,MYR,1826.82,211.79,116.85,Confirmed,AG001
MY-B00026686,2025-11-04,2025-11-18,MY-C0008,MY-S0053,Air,Offline,VN,MYR,1431.48,88.78,60.99,Confirmed,AG002
MY-B00026687,2024-11-07,2024-11-25,MY-C0228,MY-S0026,Air,Online,AU,MYR,3124.49,231.18,184.54,Confirmed,
MY-B00026688,2024-09-13,2024-09-26,MY-C0221,MY-S0033,Air,Offline,US,MYR,1771.4,128.76,107.64,Confirmed,AG001
MY-B00026689,2025-11-17,2025-11-20,MY-C0046,MY-S0064,Other,Offline,TH,MYR,2674.36,316.59,261.62,Confirmed,AG004
MY-B00026690,2025-01-24,2025-03-05,MY-C0140,MY-S0029,Air,Online,AU,MYR,1894.3,234.28,146.28,Confirmed,AG001
MY-B00026691,2025-11-23,2025-12-03,MY-C0226,MY-S0051,Other,Online,ID,MYR,4874.07,523.69,301.9,Confirmed,
MY-B00026692,2024-09-20,2024-10-01,MY-C0107,MY-S0062,Air,Offline,JP,MYR,755.67,54.99,33.73,Confirmed,AG002
MY-B00026693,2026-04-08,2026-04-23,MY-C0285,MY-S0026,Air,Online,SG,MYR,2713.0,322.96,221.36,Confirmed,
MY-B00026694,2025-05-02,2025-06-16,MY-C0164,MY-S0007,Air,Online,SG,MYR,994.52,-108.62,-90.35,Refunded,AG001
MY-B00026695,2025-07-27,2025-08-23,MY-C0051,MY-S0062,Air,Offline,VN,MYR,1222.43,162.06,99.57,Confirmed,AG003
MY-B00026696,2025-05-10,2025-05-27,MY-C0254,MY-S0033,Air,Offline,TH,MYR,2942.05,417.68,253.85,Confirmed,
MY-B00026697,2025-07-03,2025-07-17,MY-C0316,MY-S0005,Air,Online,ID,MYR,3988.85,515.96,308.27,Confirmed,
MY-B00026698,2025-09-23,2025-10-03,MY-C0275,MY-S0076,Hotel,Online,CN,MYR,4323.53,682.2,542.39,Confirmed,
MY-B00026699,2025-12-16,2026-01-04,MY-C0185,MY-S0074,Hotel,Offline,US,MYR,2487.21,221.27,137.43,Confirmed,AG004
MY-B00026700,2026-01-17,2026-01-26,MY-C0221,MY-S0027,Air,Online,GB,MYR,717.39,0.0,0.0,Cancelled,AG001
MY-B00026701,2026-08-24,2026-09-06,MY-C0166,MY-S0032,Hotel,Online,JP,MYR,1356.51,199.28,139.7,Confirmed,AG002
MY-B00026702,2025-01-09,2025-02-11,MY-C0168,MY-S0061,Air,Online,TH,MYR,12329.52,1824.97,1406.15,Confirmed,
MY-B00026703,2026-05-30,2026-06-12,MY-C0313,MY-S0058,Hotel,Online,AU,MYR,1243.65,79.76,68.01,Confirmed,AG005
MY-B00026704,2025-11-14,2025-12-04,MY-C0069,MY-S0018,Ground,Offline,MY,MYR,1912.37,0.0,0.0,Cancelled,AG005
MY-B00026705,2025-04-14,2025-04-25,MY-C0244,MY-S0053,Air,Online,GB,MYR,1742.15,122.51,85.18,Confirmed,
MY-B00026706,2026-07-02,2026-07-12,MY-C0011,MY-S0061,Air,Offline,JP,MYR,648.56,-50.86,-34.6,Refunded,
